Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
2021,4,Nevada,Person-to-person,Norovirus,Suspected,Child day care,8,0.0,8.0,0.0,8
2021,5,Nevada,Person-to-person,Norovirus Genogroup II,Confirmed,Child day care,25,0.0,25.0,0.0,25
2021,5,Alabama,Indeterminate/Other/Unknown,Norovirus Genogroup II,Suspected,Restaurant,12,0.0,12.0,0.0,12
2021,4,Florida,Food,Neurotoxic shellfish poison,Suspected,Private home/residence,2,0.0,2.0,0.0,2
2021,5,Pennsylvania,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21
2021,5,Virginia,Person-to-person,Norovirus,Suspected,Child day care,42,0.0,42.0,0.0,42
2021,5,Virginia,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,30,2.0,30.0,0.0,30
2021,5,Virginia,Food,Norovirus Genogroup I,Confirmed,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4
2021,5,Minnesota,Food,Norovirus unknown,Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6
2021,5,Ohio,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23
2021,5,Alabama,Food,Norovirus Genogroup I; Norovirus Genogroup I,Confirmed; Confirmed,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3
2021,5,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,35,0.0,35.0,0.0,35
2021,5,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2021,5,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,1.0,7.0,0.0,7
2020,1,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,2,0.0,2.0,0.0,2
2020,1,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,80,4.0,80.0,0.0,80
2020,1,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,23,0.0,23.0,3.0,23
2020,1,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,110,2.0,110.0,0.0,110
2020,1,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,60,0.0,60.0,0.0,60
2020,2,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,18,1.0,18.0,0.0,18
2020,1,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3
2021,2,Illinois,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,28,0.0,0.0,0.0,0
2021,4,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2021,3,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6
2021,5,Ohio,Person-to-person,Norovirus,Suspected,Child day care,5,0.0,0.0,0.0,0
2021,5,Nebraska,Person-to-person,Norovirus Genogroup II,Suspected,Hospital,15,0.0,15.0,0.0,15
2021,2,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,3,0.0,3.0,0.0,3
2021,1,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,22,0.0,22.0,0.0,22
2021,1,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,20,0.0,20.0,0.0,20
2021,5,Virginia,Food,Norovirus,Confirmed,Restaurant - Sit-down dining,18,1.0,18.0,0.0,18
2021,5,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,School/college/university,20,0.0,20.0,0.0,20
2021,5,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5
2021,3,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,Unknown,16,8.0,16.0,0.0,14
2021,5,Utah,Animal Contact,Cryptosporidium unknown,Confirmed,Farm/dairy,21,0.0,21.0,0.0,21
2020,12,Multistate,Food,Salmonella enterica,Confirmed,Private home/residence,34,4.0,22.0,0.0,22
2020,2,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,53,0.0,53.0,0.0,53
2021,2,Texas,Food,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,6,0.0,6.0,0.0,6
2020,3,Maine,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,17
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2021,4,Illinois,Food,Norovirus unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2
2021,4,Illinois,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,19,1.0,1.0,0.0,0
2021,3,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,Shelter/group home/transitional housing,8,1.0,1.0,0.0,0
2020,4,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,45,0.0,45.0,0.0,45
2021,2,Texas,Person-to-person,Norovirus,Suspected,School/college/university,96,0.0,96.0,0.0,96
2021,4,Texas,Indeterminate/Other/Unknown,Salmonella unknown,Confirmed,Unknown,21,4.0,21.0,0.0,21
2020,3,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,6,1.0,6.0,0.0,6
2020,6,Iowa,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,6,1.0,6.0,0.0,6
2020,6,Iowa,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,3,2.0,3.0,0.0,3
2020,11,Iowa,Indeterminate/Other/Unknown,Salmonella enterica,Confirmed,"Other, specify",13,1.0,12.0,0.0,12
2020,7,Iowa,Food,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7
2020,12,Multistate,Animal Contact,Salmonella enterica,Confirmed,Private home/residence,29,13.0,25.0,0.0,26
2020,9,New York,Food,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2
2021,5,Connecticut,Food,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Confirmed,Other,110,3.0,109.0,0.0,109
2021,5,Connecticut,Food,Clostridium perfringens,Confirmed,Religious facility,57,0.0,57.0,0.0,57
2021,5,Utah,Food,Norovirus unknown,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4
2021,5,Oregon,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,2.0,20.0,0.0,20
2021,5,Oregon,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,18,0.0,16.0,0.0,16
2021,5,Nebraska,Person-to-person,Norovirus unknown,Suspected,Child day care,10,0.0,10.0,0.0,10
2021,5,South Carolina,Indeterminate/Other/Unknown,Norovirus unknown,Suspected,School/college/university,70,0.0,52.0,0.0,51
2021,5,Utah,Food,Norovirus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,6.0,0.0,6
2021,4,Montana,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,4,0.0,4.0,0.0,4
2021,4,Montana,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,35,0.0,35.0,0.0,35
2021,5,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23
2021,5,Rhode Island,Person-to-person,Norovirus Genogroup I,Suspected,Unknown,5,0.0,4.0,0.0,4
2021,5,Maryland,Person-to-person,Norovirus Genogroup II,Suspected,Restaurant,5,0.0,5.0,0.0,5
2021,5,Hawaii,Person-to-person,Norovirus Genogroup II,Suspected,School/college/university,6,0.0,6.0,0.0,6
2021,5,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,1.0,7.0,0.0,7
2021,3,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,22,1.0,22.0,0.0,22
2021,5,Utah,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,0.0,0.0,0
2021,3,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,9,0.0,9.0,0.0,9
2021,3,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,28,0.0,28.0,0.0,28
2021,5,Oregon,Person-to-person,Astrovirus,Confirmed,Child day care,20,0.0,20.0,0.0,20
2021,3,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,25,0.0,25.0,0.0,25
2021,4,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,22,0.0,22.0,0.0,22
2021,5,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2021,5,Ohio,Person-to-person,Norovirus,Suspected,Child day care,5,0.0,0.0,0.0,0
2021,5,Florida,Food,Bacillus cereus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4
2021,5,Texas,Food,"Escherichia coli, Shiga toxin-producing",Suspected,Restaurant - Sit-down dining; Private home/residence,4,1.0,4.0,0.0,4
2021,5,Minnesota,Food,Norovirus unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",3,0.0,3.0,0.0,3
2021,5,Alabama,Indeterminate/Other/Unknown,Salmonella enterica; Salmonella enterica,Suspected; Suspected,Unknown,2,2.0,2.0,1.0,2
2021,6,Virginia,Indeterminate/Other/Unknown,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Suspected,Child day care,26,0.0,26.0,0.0,26
2021,5,Virginia,Food,Norovirus,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,5.0,0.0,5
2021,5,Minnesota,Food,Norovirus unknown,Suspected,Restaurant - other or unknown type,9,0.0,9.0,0.0,9
2021,4,Connecticut,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,33,1.0,22.0,0.0,22
2021,5,Minnesota,Food,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,9,0.0,9.0,0.0,9
2021,5,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,36,1.0,36.0,0.0,36
2021,5,Wisconsin,Indeterminate/Other/Unknown,Norovirus unknown,Suspected,Hotel/motel,12,0.0,0.0,0.0,0
2021,5,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,1.0,26
2021,6,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,7,0.0,0.0,0.0,0
2021,5,New Mexico,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,4,0.0,4.0,0.0,4
2021,4,Florida,Food,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,6,2.0,6.0,0.0,6
2021,6,Nebraska,Person-to-person,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,40,0.0,40.0,0.0,40
2021,5,Indiana,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,22,0.0,22.0,0.0,22
2021,5,Massachusetts,Indeterminate/Other/Unknown,Norovirus,Suspected,Shelter/group home/transitional housing,5,0.0,5.0,0.0,5
2021,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,Unknown,6,3.0,5.0,0.0,5
2021,6,Alabama,Person-to-person,Clostridium difficile,Confirmed,Long-term care/nursing home/assisted living facility,49,2.0,48.0,0.0,49
2021,6,Pennsylvania,Water,"Escherichia coli, Shiga toxin-producing; Clostridium difficile",Confirmed; Suspected,Apartment/Condo,15,6.0,15.0,0.0,15
2021,6,Massachusetts,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,15,0.0,15.0,0.0,15
2021,4,South Carolina,Indeterminate/Other/Unknown,Norovirus,Suspected,Child day care,38,0.0,33.0,0.0,33
2021,5,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,6,1.0,6.0,0.0,6
2021,5,Tennessee,Person-to-person,Norovirus unknown,Suspected,Child day care,12,0.0,12.0,0.0,12
2020,7,Maryland,Water,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,2,1.0,1.0,0.0,1
2021,5,Virginia,Person-to-person,Norovirus,Suspected,Child day care,34,0.0,34.0,0.0,34
2021,5,Virginia,Person-to-person,Norovirus,Suspected,Child day care,46,0.0,46.0,0.0,46
2021,6,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,30,0.0,30.0,0.0,30
2021,6,Wisconsin,Person-to-person,Norovirus Genogroup II; Norovirus unknown,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,14,2.0,14.0,0.0,14
2021,5,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12
2021,5,Pennsylvania,Indeterminate/Other/Unknown,Salmonella enterica; Salmonella enterica,Suspected; Suspected,Private home/residence,2,1.0,2.0,0.0,2
2021,5,Puerto Rico,Food,Ciguatoxin,Confirmed,Private home/residence,3,1.0,2.0,0.0,2
2021,6,Hawaii,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Restaurant,6,0.0,6.0,0.0,6
2021,5,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,32,1.0,32.0,0.0,32
2021,5,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23
2021,5,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,30,1.0,30.0,0.0,30
2021,6,Nebraska,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Private home/residence,8,0.0,0.0,0.0,0
2021,6,Oregon,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26
2021,6,Oregon,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,44,0.0,44.0,0.0,44
2021,6,Alaska,Food,Clostridium botulinum,Confirmed,Private home/residence,2,2.0,2.0,0.0,2
2021,5,Florida,Food,Vibrio unknown,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4
2021,6,Florida,Food,Scombroid toxin,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2
2021,6,Virginia,Indeterminate/Other/Unknown,Salmonella enterica,Confirmed,Child day care,3,0.0,3.0,0.0,3
2021,4,Minnesota,Person-to-person,Norovirus unknown,Suspected,Child day care,6,0.0,6.0,0.0,6
2021,6,Nebraska,Indeterminate/Other/Unknown,Norovirus Genogroup II,Suspected,Event space,7,0.0,7.0,0.0,7
2021,5,Hawaii,Person-to-person,Salmonella enterica,Confirmed,Private home/residence,2,0.0,2.0,0.0,2
2021,5,Kentucky,Food,Norovirus Genogroup II,Suspected,Caterer (food prepared off-site from where served),25,0.0,0.0,0.0,0
2021,6,Utah,Person-to-person,Norovirus,Suspected,"Other, specify",23,2.0,23.0,0.0,23
2021,6,South Carolina,Person-to-person,Norovirus; Giardia,Suspected; Suspected,Long-term care/nursing home/assisted living facility,6,1.0,6.0,0.0,6
2021,6,Alabama,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,22,0.0,22.0,0.0,22
2021,5,Florida,Food,Clostridium botulinum,Confirmed,Private home/residence,2,2.0,2.0,0.0,2
2021,5,Virginia,Person-to-person,Norovirus,Suspected,Child day care,22,0.0,22.0,0.0,22
2021,6,Virginia,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,49,0.0,49.0,0.0,49
2021,6,Ohio,Food,Norovirus,Suspected,Restaurant - Buffet,4,0.0,4.0,0.0,4
2021,6,Minnesota,Person-to-person,Rotavirus,Suspected,Child day care,7,0.0,7.0,0.0,7
2021,6,Ohio,Person-to-person,"Norovirus Genogroup II; Escherichia coli, Enteropathogenic",Suspected; Confirmed,Child day care,11,0.0,11.0,0.0,11
2021,6,Oregon,Food,Campylobacter jejuni,Confirmed,Long-term care/nursing home/assisted living facility,16,7.0,16.0,0.0,16
2021,6,Hawaii,Food,Scombroid toxin,Confirmed,Restaurant - other or unknown type,4,0.0,4.0,0.0,4
2021,6,Ohio,Person-to-person,Astrovirus,Confirmed,Child day care,15,0.0,15.0,0.0,15
2021,6,Minnesota,Food,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5
2021,4,Texas,Person-to-person,Norovirus,Suspected,Child day care,3,0.0,3.0,0.0,3
2021,6,Connecticut,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,32,3.0,28.0,1.0,28
2021,6,South Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,30,0.0,30.0,0.0,30
2021,5,Kentucky,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,64,0.0,64.0,0.0,64
2021,6,Pennsylvania,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2021,6,Wisconsin,Person-to-person,Norovirus unknown; Norovirus Genogroup II; Clostridium difficile,Confirmed; Confirmed; Suspected,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21
2021,6,Wisconsin,Water,Norovirus Genogroup I,Confirmed,Hotel/Motel/Lodge/Inn,20,0.0,20.0,0.0,20
2021,6,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,Hospital,4,4.0,4.0,0.0,4
2021,5,Texas,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,5,0.0,5.0,0.0,5
2021,5,Illinois,Food,Norovirus unknown,Suspected,Private home/residence,8,0.0,8.0,0.0,8
2021,4,Illinois,Food,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,6,0.0,0.0,0.0,0
2020,9,Florida,Food,Scombroid toxin,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2
2021,6,Virginia,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21
2021,6,Virginia,Person-to-person,Clostridium,Confirmed,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3
2021,6,Virginia,Person-to-person,Cryptosporidium,Suspected,Child day care,5,0.0,5.0,0.0,5
2021,6,Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,9,1.0,9.0,0.0,9
2021,5,Virginia,Environmental contamination other than food/water,Clostridium,Confirmed,Long-term care/nursing home/assisted living facility,7,2.0,7.0,0.0,7
2021,6,Utah,Indeterminate/Other/Unknown,"Cryptosporidium unknown; Escherichia coli, Enteropathogenic; Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing; Sapovirus unknown",Suspected; Suspected; Suspected; Suspected; Suspected,Unknown,35,1.0,35.0,0.0,35
2021,6,South Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9
2021,6,Texas,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",Suspected,Unknown,2,0.0,2.0,0.0,2
2020,12,Washington,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",Confirmed; Confirmed,Farm/dairy,15,11.0,15.0,0.0,15
2021,6,Ohio,Person-to-person,Cryptosporidium unknown,Confirmed,Festival/fair,8,3.0,8.0,0.0,8
2021,6,Ohio,Person-to-person,"Escherichia coli, Enteropathogenic",Confirmed,Child day care,16,0.0,16.0,0.0,16
2021,3,Indiana,Water,Legionella,Confirmed,Other,6,5.0,5.0,0.0,0
2021,6,Wisconsin,Food,Clostridium perfringens,Confirmed,Caterer (food prepared off-site from where served),61,0.0,58.0,0.0,61
2021,6,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,37,0.0,37.0,0.0,37
2020,12,Colorado,Animal Contact,Campylobacter jejuni,Confirmed,Private home/residence,2,0.0,2.0,0.0,2
2021,6,Minnesota,Person-to-person,Norovirus unknown,Suspected,Child day care,20,0.0,20.0,0.0,20
2021,3,Multistate,Food,Salmonella enterica,Confirmed,Unknown,11,3.0,7.0,0.0,8
2021,5,Michigan,Food,Clostridium perfringens,Confirmed,Prison/jail,81,0.0,81.0,0.0,81
2021,6,Pennsylvania,Indeterminate/Other/Unknown,Norovirus unknown,Suspected,Event space,43,0.0,43.0,0.0,43
2021,5,Minnesota,Food,Brucella other,Confirmed,Private home/residence,11,10.0,11.0,0.0,11
2021,6,Massachusetts,Food,Campylobacter jejuni,Confirmed,Caterer (food prepared off-site from where served),8,0.0,8.0,0.0,8
2021,6,Massachusetts,Water,Legionella pneumophila,Confirmed,Apartment/Condo,3,2.0,2.0,0.0,2
2021,6,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21
2020,12,Multistate,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica,Confirmed; Confirmed; Confirmed; Confirmed,Other,20,5.0,19.0,0.0,19
2021,6,Ohio,Food,Campylobacter,Suspected,Grocery store,3,0.0,3.0,0.0,3
2021,6,Florida,Food,Ciguatoxin,Confirmed,Private home/residence,2,1.0,2.0,0.0,2
2021,6,Ohio,Person-to-person,Shigella sonnei,Confirmed,Child day care,5,0.0,5.0,0.0,5
2021,3,Indiana,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2021,6,Minnesota,Food,Salmonella enterica,Confirmed,Restaurant - Buffet,24,4.0,24.0,0.0,24
2021,6,Texas,Food,Salmonella unknown,Suspected,Private home/residence,3,0.0,3.0,0.0,3
2021,7,Virginia,Food,Clostridium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",23,1.0,23.0,0.0,23
2021,7,Wisconsin,Food,Salmonella enterica,Confirmed,Private home/residence,8,0.0,6.0,0.0,6
2021,7,Wisconsin,Indeterminate/Other/Unknown,Norovirus unknown,Suspected,"Other, specify",35,0.0,0.0,0.0,0
2021,5,Connecticut,Person-to-person,Norovirus unknown,Confirmed,Hospital,15,7.0,7.0,0.0,7
2021,6,Tennessee,Water,Cryptosporidium hominis; Cryptosporidium parvum,Confirmed; Suspected,Public Outdoor Area,22,0.0,22.0,0.0,22
2021,7,Hawaii,Person-to-person,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Confirmed,Hospital,7,0.0,7.0,0.0,7
2021,7,Massachusetts,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Hospital,2,2.0,2.0,0.0,2
2021,6,Colorado,Person-to-person,Norovirus,Suspected,Child day care,11,0.0,11.0,0.0,11
2021,7,Minnesota,Person-to-person,Norovirus unknown,Suspected,Child day care,9,0.0,9.0,0.0,9
2021,6,Texas,Food,"Escherichia coli, Shiga toxin-producing",Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served)",3,1.0,1.0,0.0,0
2020,5,Minnesota,Food,Salmonella enterica,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2
2021,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,Unknown,5,3.0,4.0,0.0,4
2021,6,Nevada,Food,Salmonella other,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,0.0,0
2021,7,Alabama,Person-to-person,Norovirus Genogroup I,Confirmed,Child day care,19,0.0,0.0,0.0,0
2021,7,Texas,Food,Salmonella unknown,Suspected,Hotel/motel,2,0.0,2.0,0.0,2
2021,7,Wisconsin,Food,"Campylobacter coli; Escherichia coli, Enterotoxigenic; Salmonella enterica; Cryptosporidium unknown; Escherichia coli, Enteropathogenic",Confirmed; Confirmed; Suspected; Suspected; Suspected,Long-term care/nursing home/assisted living facility,2,2.0,2.0,0.0,2
2021,5,Kentucky,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,22,0.0,22.0,0.0,22
2021,6,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,24,0.0,24.0,0.0,24
2021,2,Multistate,Food,Salmonella enterica,Confirmed,Private home/residence; Grocery store,9,3.0,9.0,0.0,5
2021,6,Utah,Indeterminate/Other/Unknown,Campylobacter jejuni; Norovirus unknown,Suspected; Suspected,Child day care,2,1.0,2.0,0.0,2
2021,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,Unknown,7,4.0,5.0,0.0,5
2021,7,Minnesota,Food,Clostridium perfringens; Bacillus cereus,Suspected; Suspected,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7
2021,2,Multistate,Food,Listeria monocytogenes,Confirmed,Unknown,4,4.0,4.0,0.0,4
2020,3,North Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,6,1.0,6.0,0.0,6
2021,6,Texas,Water,Campylobacter jejuni,Confirmed,Unknown,3,0.0,1.0,0.0,3
2021,6,Oregon,Food,Cyclospora,Confirmed,Unknown,6,0.0,6.0,0.0,6
2021,6,Oregon,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,16,0.0,16.0,0.0,16
2021,7,Oregon,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,30,0.0,30.0,0.0,30
2021,7,Oregon,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2021,7,Minnesota,Person-to-person,Sapovirus unknown,Suspected,Child day care,8,0.0,8.0,0.0,8
2021,7,Massachusetts,Food,Sapovirus,Suspected,Caterer (food prepared off-site from where served),34,0.0,34.0,0.0,34
2021,7,Tennessee,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,7,2.0,7.0,0.0,7
2021,7,Ohio,Food,Norovirus,Suspected,Restaurant - Buffet,2,0.0,0.0,0.0,0
2020,5,Idaho,Food,Clostridium botulinum,Confirmed,Private home/residence,2,2.0,2.0,0.0,2
2021,4,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,12,0.0,12.0,0.0,12
2021,4,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,5,0.0,5.0,0.0,5
2021,4,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,6,0.0,6.0,0.0,6
2021,4,Colorado,Person-to-person,Norovirus unknown,Suspected,Child day care,14,0.0,14.0,0.0,14
2021,7,Ohio,Animal Contact,Cryptosporidium unknown,Confirmed,Animal shelter or sanctuary,5,1.0,5.0,0.0,5
2020,1,Idaho,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,34,0.0,0.0,0.0,34
2021,4,Colorado,Person-to-person,Norovirus unknown,Confirmed,Hospital,15,4.0,15.0,0.0,15
2021,4,Colorado,Person-to-person,Norovirus Genogroup II,Confirmed,Hospital,154,0.0,154.0,0.0,154
