Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2021,3,Puerto Rico,Food,Ciguatoxin,,Confirmed,Private home/residence,6,0,6,0,6,"fish, grouper",,Fish,,,,,
2021,2,Puerto Rico,Food,Salmonella enterica,unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,1,2,0,2,,,,,,,,
2021,4,Minnesota,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,57,,0,0,57,,,,,,,,
2021,4,South Carolina,Person-to-person,Norovirus,,Suspected,School/college/university,8,0,8,0,8,,,,,,,,
2021,4,Minnesota,Person-to-person,Norovirus unknown; Sapovirus unknown,,Suspected; Suspected,Child day care,22,0,22,0,22,,,,,,,,
2021,3,Ohio,Person-to-person,Norovirus,,Suspected,Child day care,21,0,21,0,21,,,,,,,,
2020,1,Louisiana,Food,Norovirus Genogroup I,GI.P3 - GI.3,Confirmed,Caterer (food prepared off-site from where served),7,0,7,0,7,,,,,,,,
2020,1,Louisiana,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.2,Confirmed,Event space,404,1,397,0,404,,,,,,,,
2020,2,Louisiana,Person-to-person,Norovirus Genogroup II,GII.P7 - GII.6,Confirmed,Long-term care/nursing home/assisted living facility,14,0,0,0,0,,,,,,,,
2021,4,South Carolina,Indeterminate/Other/Unknown,Norovirus Genogroup II; Clostridium difficile; Salmonella other,GII.P16 - GII.2; ; ,Confirmed; Suspected; Suspected,Child day care,18,0,0,0,0,,,,,,,,
2021,4,Kentucky,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,,,
2021,5,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,14,,0,,0,,,,,,,,
2021,4,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,,,
2021,5,South Carolina,Person-to-person,Norovirus,,Suspected,School/college/university,25,0,23,0,23,,,,,,,,
2021,4,Texas,Water,Campylobacter unknown,,Suspected,Unknown,4,0,0,0,0,,,,Drinking water,Commercially-Bottled,,,Cleaned
2021,4,Nebraska,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2021,4,Minnesota,Animal Contact,Cryptosporidium unknown,,Confirmed,Farm/dairy,4,0,4,0,4,,,,,,Cattle,Dairy,
2021,4,Nevada,Person-to-person,,,,School/college/university,5,0,5,0,5,,,,,,,,
2021,4,New Mexico,Person-to-person,Norovirus,,Confirmed,School/college/university,5,0,5,0,5,,,,,,,,
2021,5,Ohio,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2021,4,Pennsylvania,Person-to-person,Salmonella unknown,,Suspected,Private home/residence,2,0,2,0,2,,,,,,,,
2021,4,Virginia,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,13,1,13,0,13,,,,,,,,
2021,4,Virginia,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,0,0,0,,,,,,,,
2021,4,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,16,0,16,0,16,,,,,,,,
2021,4,Nevada,Indeterminate/Other/Unknown,,,,School/college/university,2,0,2,0,2,,,,,,,,
2021,4,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,2,0,2,0,2,,,,,,,,
2021,5,Utah,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2021,5,Ohio,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.10,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2021,4,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,9,0,9,0,9,,,,,,,,
2021,5,Hawaii,Indeterminate/Other/Unknown,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Unknown,8,0,8,0,8,,,,,,,,
2021,5,Nebraska,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,Child day care,14,0,14,0,14,,,,,,,,
2021,4,Indiana,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,23,,0,0,23,,,,,,,,
2021,4,South Carolina,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Child day care,4,,0,,0,,,,,,,,
2021,4,Alabama,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2021,3,Texas,Food,,,,School/college/university,23,0,23,0,23,,,,,,,,
2021,4,Washington,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.P16 - GII.4 Sydney; unknown,Confirmed; Confirmed,Prison/jail,55,0,0,0,0,,,,,,,,
2020,12,Louisiana,Food,Salmonella enterica,other,Confirmed,Caterer (food prepared off-site from where served),60,5,34,0,60,,,,,,,,
2020,1,Louisiana,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,,,
2021,5,Montana,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,44,0,44,0,44,,,,,,,,
2021,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2021,4,Colorado,Food,Campylobacter unknown; Cryptosporidium unknown,,Suspected; Suspected,Private home/residence,2,0,2,0,2,,,,,,,,
2020,1,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,6,,0,0,6,grilled chicken,,Chicken,,,,,
2021,1,Pennsylvania,Food,Campylobacter,,Confirmed,Farm/dairy,2,1,2,0,2,raw milk,,Dairy,,,,,
2021,4,Pennsylvania,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,1,0,1,,,,,,,,
2021,4,Pennsylvania,Indeterminate/Other/Unknown,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,13,0,3,0,3,,,,,,,,
2020,12,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Prison/jail,20,1,20,0,20,chicken enchiladas,,Multiple,,,,,
2021,4,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,25,,0,,0,,,,,,,,
2021,4,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,67,2,67,0,67,,,,,,,,
2021,4,Pennsylvania,Person-to-person,,,,Child day care,23,,0,,0,,,,,,,,
2020,1,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,,
2020,2,Pennsylvania,Food,Norovirus Genogroup I,GI.1,Confirmed,Banquet Facility (food prepared and served on-site),8,1,8,0,8,,,,,,,,
2021,5,Utah,Food,,,,Restaurant - other or unknown type,7,0,7,0,7,,,,,,,,
2021,1,Multistate,Food,Salmonella enterica,Oranienburg,Confirmed,Private home/residence; Grocery store,9,6,9,0,9,hass avocado,,Fruits,,,,,
2021,5,Massachusetts,Indeterminate/Other/Unknown,Campylobacter jejuni,,Confirmed,Restaurant,6,0,6,0,6,,,,,,,,
2021,5,Massachusetts,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2021,4,Massachusetts,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2021,4,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,,,
2021,4,Massachusetts,Indeterminate/Other/Unknown,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,,
2021,4,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,6,,0,,0,,,,,,,,
2021,4,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2021,4,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,,,
2020,8,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital/Health Care,3,3,3,0,3,,,,Drinking water,Unknown,,,Cleaned
2021,5,Pennsylvania,Person-to-person,Norovirus Genogroup II,unknown - ,Confirmed,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2021,3,Rhode Island,Food,Campylobacter jejuni,,Suspected,Restaurant - Sit-down dining,2,1,2,0,2,,,,,,,,
2021,3,Rhode Island,Animal Contact,Campylobacter coli,,Confirmed,Farm/dairy,3,0,3,0,3,,,,,,,,
2021,5,Oregon,Person-to-person,,,,School/college/university,16,0,16,0,16,,,,,,,,
2021,4,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,34,1,34,0,34,,,,,,,,
2020,8,Louisiana,Food,Hepatitis A,,Confirmed,Restaurant - Sit-down dining,58,24,58,1,58,,,,,,,,
2020,12,New York,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2021,5,Virginia,Food,,,,School/college/university,6,0,6,0,6,,,,,,,,
2021,4,Virginia,Indeterminate/Other/Unknown,Norovirus,,Suspected,Child day care,16,0,16,0,16,,,,,,,,
2021,4,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,,
2021,5,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,17,1,17,0,17,,,,,,,,
2021,4,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,6,0,6,0,6,,,,,,,,
2021,4,Colorado,Indeterminate/Other/Unknown,Shigella sonnei,,Suspected,Unknown,7,0,3,0,7,,,,,,,,
2021,3,Colorado,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),42,0,42,0,42,green chili; refried beans,,Multiple,,,,,
2021,4,Virginia,Indeterminate/Other/Unknown,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2021,5,Minnesota,Food,,,,Caterer (food prepared off-site from where served),12,0,12,0,12,turkey wrap,spinach; turkey,Multiple,,,,,
2021,4,Minnesota,Person-to-person,Norovirus unknown,,Confirmed,Hospital,31,5,31,0,31,,,,,,,,
2021,4,South Carolina,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Child day care,16,,0,,0,,,,,,,,
2021,4,Colorado,Indeterminate/Other/Unknown,Salmonella enterica,Enteritidis,Suspected,"Other, specify",3,0,3,0,3,,,,,,,,
2021,4,Nevada,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Confirmed,School/college/university,8,0,8,0,8,,,,,,,,
2021,4,Colorado,Indeterminate/Other/Unknown,,,,Restaurant,8,0,8,0,8,,,,,,,,
2021,4,Colorado,Food,Other - Bacterium,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2021,4,Nevada,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Event space,9,1,9,0,9,,,,,,,,
2021,5,Ohio,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,67,2,67,0,67,,,,,,,,
2021,5,Colorado,Indeterminate/Other/Unknown,,,,Restaurant,2,0,2,0,2,,,,,,,,
2021,5,Ohio,Person-to-person,Norovirus,,Suspected,School/college/university,16,0,16,0,16,,,,,,,,
2021,5,Minnesota,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,,,,,,
2021,5,South Carolina,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,Child day care,7,,0,,0,,,,,,,,
2021,4,Minnesota,Person-to-person,Norovirus Genogroup II,GII.P16 - GII.4 Sydney,Suspected,Child day care,34,1,34,0,34,,,,,,,,
2021,5,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,41,,0,0,41,,,,,,,,
2021,5,Minnesota,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,31,2,31,0,31,,,,,,,,
2021,5,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,32,,0,0,32,,,,,,,,
2021,5,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,34,2,34,0,34,,,,,,,,
2020,12,Multistate,Animal Contact,Salmonella enterica,Uganda,Confirmed,Private home/residence,56,19,49,0,50,,,,,,Lizard,Bearded Dragon,
2021,2,Texas,Food,,,,Restaurant - Sit-down dining,3,0,0,0,0,,,,,,,,
2021,4,Wisconsin,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,,
2021,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,,,
2021,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,0,4,0,4,,,,,,,,
2021,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,,
2020,12,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,32,0,0,0,0,,,,,,,,
2020,10,Multistate,Food,Listeria monocytogenes,,Confirmed,Unknown,13,12,13,1,13,"queso fresco, pasteurized",,Dairy,,,,,
2021,5,Georgia,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,steak,steak,Beef,,,,,
2021,5,Texas,Indeterminate/Other/Unknown,,,,Private home/residence,2,0,0,0,0,,,,,,,,
2021,4,Georgia,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,,,,,,
2021,4,Montana,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/Motel/Lodge/Inn,10,0,10,0,10,,,,Recreational water -- treated,Spa/Whirlpool/Hot Tub,,,Cleaned
2021,4,Nevada,Indeterminate/Other/Unknown,,,,Child day care,4,0,4,0,4,,,,,,,,
2020,4,Arizona,Food,Salmonella enterica,Oranienburg,Confirmed,Unknown,11,4,11,0,11,,,,,,,,
2021,3,Arizona,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2021,3,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2021,5,Oregon,Person-to-person,,,,School/college/university,3,0,3,0,3,,,,,,,,
2021,5,Oregon,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2021,5,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,,
2021,5,Oregon,Person-to-person,,,,Hospital,4,0,4,0,4,,,,,,,,
2021,4,Florida,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,salads,iceberg lettuce; romaine lettuce,Vegetable Row Crops,,,,,
2021,3,Minnesota,Indeterminate/Other/Unknown,,,,Restaurant,3,0,3,0,3,,,,,,,,
2020,12,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,26,13,22,0,18,chicken,chicken,Chicken,,,,,
2021,4,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,8,1,8,0,8,chicken; guacamole salad,,Chicken,,,,,
2021,1,Minnesota,Animal Contact,Campylobacter jejuni,,Confirmed,Private home/residence,21,0,21,0,21,,,,,,Baby chick or duckling,Various types of poultry,
2021,5,Colorado,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",40,1,40,0,40,,,,,,,,
2021,4,Nevada,Person-to-person,Norovirus,,Suspected,Child day care,8,0,8,0,8,,,,,,,,
2021,5,Nevada,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Child day care,25,0,25,0,25,,,,,,,,
2021,5,Alabama,Indeterminate/Other/Unknown,Norovirus Genogroup II,,Suspected,Restaurant,12,0,12,0,12,,,,,,,,
2021,4,Florida,Food,Neurotoxic shellfish poison,,Suspected,Private home/residence,2,0,2,0,2,whelk,,Mollusks,,,,,
2021,5,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,,,
2021,5,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,42,0,42,0,42,,,,,,,,
2021,5,Virginia,Food,,,,,9,0,9,0,9,,,,,,,,
2021,5,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,30,2,30,0,30,,,,,,,,
2021,4,Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2021,5,Virginia,Food,Norovirus Genogroup I,GI.P13 - GI.3,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2021,5,Minnesota,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2021,5,Ohio,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2021,4,Nevada,Person-to-person,,,,School/college/university,13,0,13,0,13,,,,,,,,
2021,5,Alabama,Food,Norovirus Genogroup I; Norovirus Genogroup I,unknown - unknown; GI.P9 - GI.9,Confirmed; Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"osyters, chargrilled; oysters, raw",,Mollusks,,,,,
2021,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,,,
2021,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2021,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,1,7,0,7,,,,,,,,
2020,1,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,43,,0,,0,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,2,0,2,0,2,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,80,4,80,0,80,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,3,23,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,110,2,110,0,110,,,,,,,,
2020,1,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Suspected,Long-term care/nursing home/assisted living facility,54,,0,,0,,,,,,,,
2020,1,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,30,,0,,0,,,,,,,,
2020,1,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,60,0,60,0,60,,,,,,,,
2020,2,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,,,
2020,2,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,18,1,18,0,18,,,,,,,,
2020,2,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,3,,0,,0,,,,,,,,
2020,2,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2020,1,Illinois,Person-to-person,,,,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2020,1,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,,,
2020,2,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,,
2021,2,Illinois,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,28,0,0,0,0,,,,,,,,
2021,4,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2021,3,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2021,5,Ohio,Person-to-person,Norovirus,,Suspected,Child day care,5,0,0,0,0,,,,,,,,
2021,5,Nebraska,Person-to-person,Norovirus Genogroup II,unknown - unknown,Suspected,Hospital,15,0,15,0,15,,,,,,,,
2021,2,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,3,0,3,0,3,,,,,,,,
2021,1,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,22,0,22,0,22,,,,,,,,
2021,1,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child day care,20,0,20,0,20,,,,,,,,
2021,5,Virginia,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,18,1,18,0,18,,,,,,,,
2021,5,Virginia,Indeterminate/Other/Unknown,Norovirus,,Suspected,School/college/university,20,0,20,0,20,,,,,,,,
2021,3,Michigan,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",10,0,10,0,10,,,,,,,,
2021,4,Indiana,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,7,,0,0,7,,,,,,,,
2021,5,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,,
2021,5,Texas,Indeterminate/Other/Unknown,,,,"Other, specify",12,0,8,0,8,,,,,,,,
2021,3,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Unknown,16,8,16,0,14,"romaine lettuce, chopped",romaine lettuce,Vegetable Row Crops,,,,,
2021,5,Utah,Animal Contact,Cryptosporidium unknown,,Confirmed,Farm/dairy,21,0,21,0,21,,,,,,Cattle,Baby calves,
2020,12,Multistate,Food,Salmonella enterica,Hadar,Confirmed,Private home/residence,34,4,22,0,22,ground turkey,ground turkey,Turkey,,,,,
2020,2,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,53,0,53,0,53,,,,,,,,
2020,1,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,34,0,34,0,34,,,,,,,,
2021,2,Texas,Food,"Escherichia coli, Shiga toxin-producing",O26,Suspected,Private home/residence,6,0,6,0,6,"beef, bbq; sausage, unspecified; rice; tortilla, unspecified",beef; pork; rice,Multiple,,,,,
2020,3,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2021,5,Ohio,Person-to-person,Rotavirus,,Confirmed,Child day care,7,,0,,0,,,,,,,,
2020,3,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Suspected,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2020,2,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,,,
2021,4,Illinois,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2021,4,Illinois,Person-to-person,Norovirus Genogroup II,unknown - unknown,Suspected,Long-term care/nursing home/assisted living facility,19,1,1,0,0,,,,,,,,
2021,3,Illinois,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Shelter/group home/transitional housing,8,1,1,0,0,,,,,,,,
2020,4,Maine,Person-to-person,Norovirus Genogroup II,unknown - unknown,Confirmed,Long-term care/nursing home/assisted living facility,45,0,45,0,45,,,,,,,,
2020,6,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2021,2,Texas,Person-to-person,Norovirus,,Suspected,School/college/university,96,0,96,0,96,,,,,,,,
2021,4,Texas,Indeterminate/Other/Unknown,Salmonella unknown,,Confirmed,Unknown,21,4,21,0,21,,,,,,,,
2020,3,Iowa,Person-to-person,Norovirus Genogroup II,GII.P21 - GII.13,Confirmed,Long-term care/nursing home/assisted living facility,6,1,6,0,6,,,,,,,,
2020,4,Iowa,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2020,6,Iowa,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,6,1,6,0,6,,,,,,,,
2020,6,Iowa,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,2,3,0,3,"ground beef, hamburger",,Beef,,,,,
2020,11,Iowa,Indeterminate/Other/Unknown,Salmonella enterica,Braenderup,Confirmed,"Other, specify",13,1,12,0,12,,,,,,,,
2020,7,Iowa,Food,Salmonella enterica,Montevideo,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,,,,,,,,
2020,12,Iowa,Indeterminate/Other/Unknown,,,,Restaurant,2,0,2,0,2,,,,,,,,
2020,12,Multistate,Animal Contact,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,29,13,25,0,26,,,,,,"Bird, not including poultry",Songbirds/Birdfeeders,
2020,9,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,hummus,chick peas; tahini,Multiple,,,,,
2021,5,Connecticut,Food,Norovirus Genogroup II; Norovirus Genogroup II,unknown; GII.P4 New Orleans - GII.4 untypeable,Confirmed; Confirmed,Other,110,3,109,0,109,donuts,"frosting/icing; sugar, unspecified; flour",Multiple,,,,,
2021,5,Connecticut,Food,Clostridium perfringens,,Confirmed,Religious facility,57,0,57,0,57,chicken taco,chicken,Chicken,,,,,
2021,5,Utah,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2021,5,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,20,2,20,0,20,,,,,,,,
2021,5,Oregon,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,16,0,16,,,,,,,,
2021,5,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,,,
2021,5,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2021,5,Oregon,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,1,6,0,6,,,,,,,,
2021,5,Nevada,Person-to-person,,,,Child day care,15,0,15,0,15,,,,,,,,
2020,9,Maine,Indeterminate/Other/Unknown,,,,Hospital,5,,0,,0,,,,,,,,
2020,9,Maine,Indeterminate/Other/Unknown,,,,Restaurant,5,,0,,0,,,,,,,,
2020,11,Maine,Food,,,,Caterer (food prepared off-site from where served),75,,0,,0,turkey,turkey,Turkey,,,,,
2021,5,Nebraska,Person-to-person,Norovirus unknown,,Suspected,Child day care,10,0,10,0,10,,,,,,,,
2021,5,South Carolina,Indeterminate/Other/Unknown,Norovirus unknown,,Suspected,School/college/university,70,0,52,0,51,,,,,,,,
2021,4,Texas,Indeterminate/Other/Unknown,,,,Unknown,2,0,0,0,0,,,,,,,,
